브랜드,차량명,연식,주행거리,연료,가격(만원),등록일자
KG모빌리티,렉스턴,2022.0,84382.0,하이브리드,2324,2025-08-28
현대,그랜저,2020.0,24448.0,전기,1111,2025-04-07
현대,아반떼,2017.0,223024.0,휘발유,100,2025-10-22
현대,싼타페,2021.0,137924.0,전기,325,2025-08-17
현대,투싼,2024.0,154856.0,경유,1273,2024-11-25
KG모빌리티,코란도,2012.0,123101.0,하이브리드,100,2026-01-01
현대,싼타페,2022.0,50235.0,경유,574,2025.12.25
KG모빌리티,렉스턴,2020.0,142035.0,경유,986,2025-01-07
르노,XM3,2018.0,112156.0,하이브리드,280,2025-11-26
현대,팰리세이드,2022.0,92726.0,하이브리드,721,2024.04.06
KG모빌리티,토레스,2016.0,194722.0,경유,100,2024-12-07
현대,싼타페,2022.0,42074.0,하이브리드,1552,2024-11-13
KG모빌리티,코란도,2021.0,190816.0,휘발유,564,2024-11-13
KG모빌리티,토레스,2014.0,180666.0,휘발유,100,2025-10-23
KG모빌리티,토레스,2012.0,100052.0,경유,100,2024-08-07
르노,XM3,,64386.0,경유,100,2024-03-20
르노,SM6,2020.0,207080.0,휘발유,100,2025-11-08
르노,QM6,2014.0,161564.0,경유,100,2024-06-15
기아,카니발,2023.0,207138.0,경유,671,2026-01-08
KG모빌리티,티볼리,2018.0,100498.0,경유,284,2025-03-30
르노,QM6,2024.0,122683.0,경유,816,24/11/12
KG모빌리티,코란도,2017.0,182814.0,전기,100,2025-04-17
르노,XM3,2020.0,143270.0,경유,173,2024-07-23
기아,카니발,2016.0,18678.0,전기,460,2025-01-15
현대,팰리세이드,2020.0,228128.0,하이브리드,100,2024-03-26
기아,K7,2019.0,242320.0,경유,100,2025-03-23
현대,쏘나타,2019.0,236900.0,휘발유,100,2025-02-28
현대,투싼,2020.0,103031.0,전기,232,2024-03-24
르노,SM6,2012.0,88541.0,휘발유,100,2026-01-01
르노,SM6,2014.0,15040.0,전기,222,2025-12-13
기아,카니발,2023.0,127974.0,휘발유,845,2024-03-22
현대,그랜저,2015.0,223880.0,전기,100,2024-04-23
르노,SM6,2016.0,36941.0,경유,130,2025-03-05
KG모빌리티,티볼리,2013.0,224332.0,전기,100,25/09/03
현대,팰리세이드,2020.0,155745.0,경유,349,2024-10-25
KG모빌리티,티볼리,2021.0,97488.0,EV,396,2024-07-10
현대,싼타페,2017.0,22741.0,휘발유,686,2025-02-03
KG모빌리티,티볼리,2022.0,106418.0,하이브리드,650,2026-02-04
현대,그랜저,2024.0,22710.0,경유,2352,2026-01-20
현대,싼타페,2023.0,203358.0,경유,322,2024-02-15
르노,QM6,2017.0,218256.0,경유,100,2026-03-08
KG모빌리티,렉스턴,2022.0,52783.0,경유,2515,2024-03-05
KG모빌리티,티볼리,2016.0,57845.0,경유,100,2024-02-12
르노,XM3,2020.0,109392.0,전기,648,2024-09-16
현대,팰리세이드,2015.0,80002.0,휘발유,179,2025.11.02
르노,XM3,2013.0,214542.0,전기,100,2025-02-13
KG모빌리티,렉스턴,2017.0,53973.0,전기,664,2025-01-11
르노,SM6,2023.0,116280.0,전기,439,2025-09-08
기아,스포티지,2016.0,89203.0,휘발유,100,24/12/01
르노,XM3,2019.0,162973.0,전기,137,2024-06-19
KG모빌리티,토레스,2019.0,16103.0,하이브리드,877,2025-09-21
KG모빌리티,토레스,2022.0,212481.0,휘발유,734,2024-03-17
KG모빌리티,토레스,2020.0,215002.0,경유,100,2024-02-01
기아,카니발,2021.0,,전기,462,2024-02-05
기아,K3,2015.0,209083.0,하이브리드,100,2025-01-05
KG모빌리티,티볼리,2021.0,45222.0,전기,1056,2025-01-14
르노,XM3,2024.0,25155.0,경유,1807,2025-06-26
르노,XM3,2017.0,175278.0,경유,100,2024-04-26
현대,팰리세이드,2014.0,135821.0,전기,100,2025-07-29
현대,그랜저,2024.0,73233.0,전기,3162,2024-08-07
르노,QM6,2019.0,57475.0,경유,274,2024-03-16
KG모빌리티,코란도,2023.0,121683.0,하이브리드,423,2025-11-14
르노,QM6,2013.0,149178.0,하이브리드,100,2024-11-03
기아,쏘렌토,2023.0,248092.0,경유,1749,2025-01-05
기아,K3,2015.0,212635.0,경유,100,2025-05-20
현대,그랜저,2020.0,155019.0,EV,549,2025-07-18
기아,스포티지,2013.0,22235.0,전기,147,2026-01-04
KG모빌리티,렉스턴,2024.0,112330.0,휘발유,3320,2024-05-08
르노,QM6,2013.0,122958.0,하이브리드,100,2024-05-11
기아,카니발,2014.0,118408.0,휘발유,100,2024-05-07
기아,K7,2014.0,47458.0,경유,100,2024-12-20
르노,SM6,2016.0,56459.0,하이브리드,269,2024-05-08
르노,QM6,2020.0,29491.0,경유,806,2025-08-29
기아,K5,2022.0,168703.0,HEV,709,2025-07-31
현대,아반떼,2013.0,16917.0,HEV,332,2025-10-28
기아,카니발,2021.0,114205.0,휘발유,656,2025-05-24
르노,QM6,2016.0,131601.0,전기,100,2024-10-31
KG모빌리티,티볼리,2023.0,20705.0,전기,1016,2025-03-01
KG모빌리티,렉스턴,2015.0,94179.0,경유,279,2024-11-16
르노,QM6,2017.0,109521.0,하이브리드,100,2025-06-11
현대,그랜저,2015.0,127282.0,하이브리드,100,2025-04-05
기아,K5,2013.0,18265.0,전기,162,2025-09-22
KG모빌리티,코란도,2014.0,218248.0,하이브리드,100,2024-07-13
기아,K9,2020.0,127372.0,하이브리드,888,2025-05-24
현대,아반떼,2018.0,137499.0,경유,100,2024-08-08
르노,SM6,2012.0,78755.0,전기,100,24/10/19
현대,아반떼,2018.0,40110.0,하이브리드,701,2026-01-14
르노,XM3,2017.0,16860.0,휘발유,453,2025-08-06
기아,K7,2020.0,80655.0,전기,219,2025-05-31
KG모빌리티,토레스,2021.0,183362.0,휘발유,304,2024-05-11
현대,투싼,2017.0,213377.0,하이브리드,100,2026-02-12
기아,K5,2021.0,138463.0,휘발유,338,2024-02-16
현대,쏘나타,2023.0,92304.0,전기,1471,2025-06-15
KG모빌리티,코란도,2021.0,239129.0,경유,100,2024-12-01
르노,SM6,2018.0,,하이브리드,100,2025-08-30
르노,QM6,2020.0,144549.0,하이브리드,221,2025-05-01
현대,그랜저,2017.0,181634.0,전기,100,2025-08-20
르노,QM6,2023.0,169956.0,전기,105,2024-09-28
기아,쏘렌토,2012.0,157967.0,경유,100,2025-06-20
KG모빌리티,코란도,2022.0,68490.0,휘발유,474,2024-07-14
현대,투싼,2017.0,114780.0,전기,100,2025-12-08
기아,K9,2020.0,208154.0,전기,0,2026-01-23
현대,팰리세이드,2014.0,140969.0,하이브리드,100,2025-11-09
KG모빌리티,렉스턴,2017.0,50398.0,하이브리드,647,2025-07-13
르노,QM6,2024.0,,HEV,988,2025-09-16
KG모빌리티,코란도,2015.0,78139.0,하이브리드,100,2024-08-18
르노,XM3,2023.0,59336.0,전기,1492,2024-11-20
KG모빌리티,토레스,2020.0,249763.0,하이브리드,100,2024-10-21
현대,싼타페,2022.0,147394.0,전기,452,2024-12-19
기아,K7,2012.0,80400.0,휘발유,100,24/12/20
KG모빌리티,토레스,2023.0,130587.0,디젤,537,2025-07-05
르노,QM6,2023.0,76203.0,휘발유,713,2025-09-22
기아,K5,2012.0,180592.0,경유,100,25/10/15
기아,K3,2013.0,113344.0,전기,100,2024.04.12
기아,K3,2020.0,248557.0,EV,100,2025-10-30
KG모빌리티,렉스턴,2022.0,57286.0,하이브리드,2374,2024-11-24
르노,QM6,2012.0,243010.0,휘발유,100,2025-10-29
기아,스포티지,2023.0,194560.0,휘발유,1018,2024-06-28
KG모빌리티,코란도,2012.0,,전기,100,2024-07-09
르노,SM6,2012.0,83221.0,휘발유,100,2024-12-09
르노,XM3,2022.0,147422.0,전기,606,2024-05-17
KG모빌리티,토레스,2015.0,217025.0,하이브리드,100,2024-06-15
KG모빌리티,토레스,2023.0,53810.0,하이브리드,669,2024-10-29
기아,K5,2021.0,229433.0,전기,100,2025-03-13
르노,SM6,2018.0,180441.0,경유,100,2024-05-23
KG모빌리티,토레스,2015.0,6790.0,전기,306,2024-08-29
KG모빌리티,토레스,2017.0,84153.0,휘발유,203,2024-09-24
르노,QM6,2015.0,,휘발유,373,25/04/21
르노,SM6,2018.0,184850.0,하이브리드,100,2025-12-07
현대,팰리세이드,2016.0,101349.0,경유,383,2024-08-12
기아,K9,2014.0,124269.0,하이브리드,100,2025-03-01
KG모빌리티,코란도,2024.0,69871.0,휘발유,1741,25/06/22
KG모빌리티,토레스,2013.0,245450.0,휘발유,100,2024-03-04
기아,스포티지,2020.0,44282.0,하이브리드,471,2025-06-16
KG모빌리티,티볼리,2022.0,58844.0,전기,1255,2024-04-03
KG모빌리티,티볼리,2019.0,39588.0,전기,620,2025-04-12
현대,싼타페,2019.0,181362.0,하이브리드,104,2026.01.10
현대,투싼,2016.0,,Diesel,100,2025-08-15
현대,아반떼,2018.0,95316.0,휘발유,323,2025-07-08
현대,아반떼,2019.0,13319.0,전기,602,2024-07-03
기아,카니발,2022.0,196178.0,전기,492,2025-01-18
KG모빌리티,렉스턴,2018.0,103473.0,경유,117,2025-10-31
르노,SM6,2014.0,145839.0,경유,100,2026.01.15
기아,카니발,2012.0,203227.0,하이브리드,100,2025-04-19
KG모빌리티,렉스턴,2015.0,69883.0,하이브리드,301,2024-06-07
르노,SM6,2023.0,205668.0,휘발유,100,2025-11-07
KG모빌리티,티볼리,2015.0,59023.0,휘발유,100,2025.08.31
현대,투싼,2021.0,181166.0,휘발유,399,2024-09-07
현대,투싼,2019.0,66430.0,경유,503,2026-02-11
현대,쏘나타,2020.0,80828.0,하이브리드,342,2025-08-14
르노,SM6,2016.0,234705.0,경유,100,2025-02-27
르노,XM3,2012.0,150940.0,디젤,100,2025-10-03
KG모빌리티,렉스턴,2012.0,95286.0,전기,125,2025-06-21
르노,QM6,2018.0,112022.0,하이브리드,100,2025-01-20
기아,카니발,2020.0,129130.0,경유,106,2024-11-03
기아,카니발,2019.0,244793.0,전기,100,2025-03-02
기아,K9,2015.0,71845.0,하이브리드,115,2025-10-24
현대,투싼,,29238.0,경유,455,2024-02-22
르노,XM3,2022.0,163589.0,가솔린,609,2024-03-15
기아,카니발,2024.0,159031.0,경유,1360,2025-05-05
기아,카니발,2017.0,84478.0,휘발유,379,2024-08-04
기아,쏘렌토,2013.0,200789.0,전기,100,2024-09-05
기아,K9,2015.0,149724.0,하이브리드,100,2025-01-24
KG모빌리티,토레스,2016.0,73566.0,전기,100,2025-04-22
현대,팰리세이드,2019.0,204656.0,하이브리드,720,2024-07-27
르노,XM3,2018.0,16984.0,경유,638,2026-01-29
기아,K3,2016.0,150047.0,전기,100,2024-10-29
기아,K5,2017.0,65298.0,경유,201,2025-05-26
르노,XM3,2024.0,220375.0,전기,704,2025-04-16
기아,쏘렌토,2024.0,97320.0,경유,1459,2026-01-07
KG모빌리티,코란도,2020.0,173246.0,휘발유,439,2025-06-20
현대,아반떼,2022.0,17717.0,휘발유,1511,2025-02-26
기아,카니발,2022.0,65668.0,디젤,527,2024-01-10
기아,스포티지,2019.0,102832.0,전기,100,2025-11-06
KG모빌리티,티볼리,,144516.0,전기,100,2024-01-13
현대,싼타페,2023.0,77021.0,하이브리드,1210,2024-01-18
KG모빌리티,코란도,2013.0,245660.0,경유,100,2024-09-03
기아,스포티지,2020.0,71169.0,하이브리드,839,24/09/30
KG모빌리티,티볼리,2017.0,111437.0,경유,100,2025-12-14
기아,K7,2022.0,222071.0,휘발유,95000,2025-10-31
현대,아반떼,2018.0,104421.0,전기,100,2024-02-27
현대,팰리세이드,2014.0,26675.0,전기,442,2025.10.22
르노,QM6,2013.0,239564.0,휘발유,100,2024-08-23
기아,카니발,2023.0,237667.0,전기,445,2024-10-04
현대,아반떼,2022.0,247636.0,Gasoline,100,2024-07-02
르노,SM6,2015.0,158887.0,전기,100,2024-03-19
르노,SM6,2021.0,68038.0,전기,840,2025-11-24
르노,XM3,2024.0,198919.0,휘발유,296,2025-05-27
르노,SM6,2013.0,119580.0,휘발유,100,2024-12-14
KG모빌리티,토레스,2012.0,171231.0,전기,100,2025-05-17
기아,K7,2020.0,103415.0,경유,382,2025-11-27
